id	title	description	link	image_link	additional_image_link	availability	price	condition	mpn	identifier_exists
1201020240	lofoten Gore-Tex insulated Pants (M)	・サイドにダブルジッパーベンチレーション ・2つの大きな腿ポケット（右側にモバイルフォンポケット内蔵） ・カードキーポケット ・カスタムフィットウエストシステム ・スナップボタンによる裾の調節 ・裾部に内蔵されたスノーゲイター ・単体で別売の、ベスト/ビブ/ジップシールの取り付けが可能 ・Bluesign認証ファブリック ・OEKO-TEX（エコテックス）認証ファブリック ・レギュラーフィット ・撥水加工：PFCフリーDWR	https://www.fullmarksstore.jp/item/1201020240.html	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201020240/1020-24-2295-model-F.jpg	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201020240/1020-24-1002-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201020240/1020-24-1206-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201020240/1020-24-2019-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201020240/1020-24-2295-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201020240/1020-24-3011-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201020240/1020-24-5502-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201020240/1020-24-8874-packshot-f.jpg	out_of_stock	95700 JPY	new	1201020240	no
1201030250	lofoten Gore-Tex Insulated short Pants (M)	・サイドにダブルジッパーベンチレーション ・2つの大きな腿ポケット（右側にモバイルフォンポケット内蔵） ・カードキーポケット ・カスタムフィットウエストシステム ・スナップボタンによる裾の調節 ・裾部に内蔵されたスノーゲイター ・単体で別売の、ベスト/ビブ/ジップシールの取り付けが可能 ・Bluesign認証ファブリック ・OEKO-TEX（エコテックス）認証ファブリック ・レギュラーフィット ・撥水加工：PFCフリーDWR	https://www.fullmarksstore.jp/item/1201030250.html	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201030250/1030-25-7718-model-F.jpg	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201030250/1030-25-7718-packshot-f.jpg	in_stock	95700 JPY	new	1201030250	no
1201001240	lofoten down800 Anorak (M)	・ヘルメット対応フード ・ダブルスライダーのフロントジッパーはベンチレーションとしても使用可能 ・着脱しやすいサイドエントリージッパー ・2つのチェストポケット（右側はポケッタブル仕様） ・ハンドウォーマーポケット ・キーフック付きインナーポケット ・バンジーコードで絞りを調節可能な裾 ・伸縮性のある袖口 ・腰の保温性を保つ背面ロングカット ・Bluesign認証ファブリック ・テクニカルフィット ・撥水加工：PFCフリーDWR	https://www.fullmarksstore.jp/item/1201001240.html	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201001240/1001-24-7718-model-F.jpg	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201001240/1001-24-1003-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201001240/1001-24-3011-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201001240/1001-24-5521-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201001240/1001-24-7718-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201001240/1001-24-8874-packshot-f.jpg	out_of_stock	72600 JPY	new	1201001240	no
1201090250	lofoten flex1 Jacket (M)	・片手で調節可能なヘルメット対応のストームフード ・脇下のダブルジップベンチレーション ・左チェストポケットに内蔵された着脱可能なゴーグルスワイプ ・左の上腕部にカードチケット用ツールポケット ・ベルクロで絞りを調節可能な袖口 ・立体裁断の施された腕部 ・バンジーコードで絞りを調節可能な裾 ・内側のチェストポケット ・耐候性を高めるため背面は長めのカット ・スナップボタンでパンツと連結可能なパウダースカート ・レギュラーフィット ・撥水加工：PFCフリーDWR（耐久性撥水）	https://www.fullmarksstore.jp/item/1201090250.html	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201090250/1090-25-7718-model-F.jpg	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201090250/1090-25-3011-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201090250/1090-25-5521-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201090250/1090-25-5665-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201090250/1090-25-7718-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201090250/1090-25-8874-packshot-f--.jpg	in_stock	58300 JPY	new	1201090250	no
1201091250	lofoten flex1 Pants (M)	・カスタムフィットウエストシステム ・両サイドのメッシュ内蔵のダブルジップベンチレーショ ・立体裁断の施された膝部 ・腰に配されたスナップボタンはジャケットのスノースカートと連結可能 ・カーゴポケット ・カーゴポケット右側内部にスマートフォン用ポケット ・ツールポケット ・バックポケット ・別売のflex1 ski/snowboard Zip in Bib接続可 ・Bluesign認証ファブリック ・OEKO-TEX認証ファブリック ・レギュラーフィット ・撥水加工：PFCフリーDWR（耐久性撥水）	https://www.fullmarksstore.jp/item/1201091250.html	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201091250/1091-25-7718-model-F.jpg	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201091250/1091-25-3011-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201091250/1091-25-5502-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201091250/1091-25-5665-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201091250/1091-25-7718-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201091250/1091-25-8874-packshot-f.jpg	in_stock	58300 JPY	new	1201091250	no
1201082250	lofoten warm2 Jacket (M)	・フルレングスのフロントジップ ・ハンドウォームポケット ・ソフトブラッシュ加工の施された柔らかく快適な襟 ・チェストポケット ・サムホール付きストレッチカフ ・耐候性を高めるため背面は長めのカット ・テクニカルフィット	https://www.fullmarksstore.jp/item/1201082250.html	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201082250/1082-25-1003-model-F.jpg	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201082250/1082-25-1003-packshot-f_1.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201082250/1082-25-2019-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201082250/1082-25-3013-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201082250/1082-25-5573-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201082250/1082-25-5666-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201082250/1082-25-7718-packshot-f_1.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201082250/1082-25-8874-packshot-f.jpg	out_of_stock	31900 JPY	new	1201082250	no
1201121260	lofoten Avi ACE 15L Pack	lofoten Avi ACE 15L Pack	https://www.fullmarksstore.jp/item/1201121260.html	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201121260/1121-26-7718-model-F.jpg	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201121260/1121-26-7718-model-F-w.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201121260/1121-26-7718-model-S-w.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201121260/1121-26-7718-model-E-1-w.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201121260/1121-26-7718-packshot-f.jpg	out_of_stock	302500 JPY	new	1201121260	no
1201050200	lofoten 30L Pack	・スキー&スノーボードキャリーシステム ・背面エントリー仕様 ・内側にはメッシュ&ハイドレーションポケット ・上部には大型ゴーグルポケット ・前面にオーガナイザー付きスノーセイフティギアポケット ・ボトムにはサイドからアクセスするギアスペース ・ボトムにヘルメットホルダーネット内蔵 ・2つのアイスアックスホルダー ・ヒップベルトはギアループとポケット付き ・背面長48cm	https://www.fullmarksstore.jp/item/1201050200.html	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201050200/1050-20-7718-model-F.jpg	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201050200/1050-20-7718-model-O.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201050200/1050-20-7718-model-S.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201050200/1050-20-7718-model-B.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201050200/1050-20-1002-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201050200/1050-20-2295-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201050200/1050-20-3011-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201050200/1050-20-7718-packshot-f.jpg	out_of_stock	41800 JPY	new	1201050200	no
1201008250	lofoten Gore-Tex Pro Jacket (W)	・片手で調節可能なヘルメット対応のストームフード ・グローブ・ゴーグルも収納できるダブルチェストポケット ・左チェストポケットに内蔵された着脱可能なゴーグルスワイプ ・左の上腕部にカードチケット用ツールポケット ・脇下のダブルジップベンチレーション ・取り外し可能なパウダースカート ・内側にチェストポケット ・立体裁断の施された腕部 ・バンジーコードで絞りを調節可能な裾 ・ハンドカフ ・ベルクロで絞りを調節可能な袖口 ・耐候性を高めるため背面は長めのカット ・スナップボタンでパンツと連結可能なパウダースカート ・Bluesign認証ファブリック ・OEKO-TEX認証ファブリック ・テクニカルフィット ・撥水加工：PFCフリーDWR（耐久性撥水）	https://www.fullmarksstore.jp/item/1201008250.html	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201008250/1008-25-3886-model-F.jpg	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201008250/1008-25-video.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201008250/1008-25-1262-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201008250/1008-25-1264-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201008250/1008-25-2022-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201008250/1008-25-3886-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201008250/1008-25-7718-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201008250/1008-25-9911-packshot-f.jpg	in_stock	137500 JPY	new	1201008250	no
1201025240	lofoten Gore-Tex Jacket (W)	・片手で調節可能なヘルメット対応のストームフード ・ゴーグルクロスを配した胸ポケット ・左の上腕部にカードチケット用ポケット ・グローブ・ゴーグルも収納できる大き目のハンドウォーマーポケット ・ベルクロで絞りを調節可能な袖口 ・バンジーコードで絞りを調節可能な裾 ・内側にチェストポケット ・脇下の2ウェイベンチレーションジッパー ・立体裁断の施された腕部 ・腰の保温性を保つ背面ロングカット ・Bluesign認証ファブリック ・レギュラーフィット ・撥水加工：PFCフリーDWR（耐久性撥水）	https://www.fullmarksstore.jp/item/1201025240.html	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201025240/1025-24-7718-look-F.jpg	https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201025240/1025-24-video.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201025240/1025-24-1004-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201025240/1025-24-1262-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201025240/1025-24-1264-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201025240/1025-24-2022-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201025240/1025-24-4411-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201025240/1025-24-7718-packshot-f.jpg,https://www.fullmarksstore.jp/client_info/FULLMARKS/itemimage/1201025240/1025-24-3886-packshot-f.jpg	in_stock	101200 JPY	new	1201025240	no
